customer_id,brand,customer_type,sales,customer_profitability
228168,Armani ,Partially Promo Customers,12227.6,High Profit
137921,IT Cosmetics,Partially Promo Customers,90.8,Low Profit
247581,Lancome,Non-Promo Customers,144,Low Profit
143388,Armani ,Partially Promo Customers,30.4,Low Profit
231683,Lancome,Promo Only Customers,156.75,Low Profit
614046,Lancome,Partially Promo Customers,230.8,Low Profit
528976,Armani,Partially Promo Customers,321,Profitable
252525,Kiehl's,Promo Only Customers,131.46,Low Profit
646474,YSL,Non-Promo Customers,180,Low Profit
334703,IT Cosmetics,Non-Promo Customers,64,Low Profit
305912,Armani ,Promo Only Customers,422.11,Profitable
572136,Lancome,Promo Only Customers,762.26,Profitable
308412,Kiehl's,Promo Only Customers,133.5,Low Profit
415010,Lancome,Promo Only Customers,268,Low Profit
982635,Armani ,Non-Promo Customers,170.4,Low Profit
107018,IT Cosmetics,Partially Promo Customers,313.8,Profitable
778153,YSL,Partially Promo Customers,105.4,Low Profit
425189,Lancome,Partially Promo Customers,310.51,Profitable
176369,Lancome,Partially Promo Customers,115.2,Low Profit
842028,Armani ,Partially Promo Customers,367,Profitable
258632,YSL,Non-Promo Customers,810.2,Profitable
418235,IT Cosmetics,Non-Promo Customers,136,Low Profit
209196,YSL,Non-Promo Customers,212,Low Profit
520302,Lancome,Partially Promo Customers,1140,Profitable
369460,Kiehl's,Partially Promo Customers,184.5,Low Profit
918621,IT Cosmetics,Promo Only Customers,194,Low Profit
848875,IT Cosmetics,Promo Only Customers,185,Low Profit
967088,Kiehl's,Partially Promo Customers,65,Low Profit
347606,YSL,Promo Only Customers,190,Low Profit
194978,IT Cosmetics,Promo Only Customers,358.99,Profitable
591951,Armani,Partially Promo Customers,51.2,Low Profit
311142,Armani,Partially Promo Customers,206,Low Profit
100999,Kiehl's,Partially Promo Customers,45,Low Profit
762089,IT Cosmetics,Promo Only Customers,726.6,Profitable
331736,YSL,Promo Only Customers,606,Profitable
260601,Kiehl's,Partially Promo Customers,200,Low Profit
776109,YSL,Promo Only Customers,231,Low Profit
657526,IT Cosmetics,Partially Promo Customers,382.5,Profitable
630109,IT Cosmetics,Partially Promo Customers,293.5,Low Profit
181379,Lancome,Promo Only Customers,74.01,Low Profit
162863,YSL,Partially Promo Customers,17.85,Low Profit
924767,YSL,Partially Promo Customers,36,Low Profit
373327,Kiehl's,Promo Only Customers,48.8,Low Profit
633852,Armani ,Non-Promo Customers,173,Low Profit
174169,Kiehl's,Partially Promo Customers,979.7,Profitable
755622,YSL,Promo Only Customers,323.5,Profitable
899263,Kiehl's,Partially Promo Customers,549.75,Profitable
509519,YSL,Non-Promo Customers,147.2,Low Profit
510874,IT Cosmetics,Promo Only Customers,170,Low Profit
172349,YSL,Non-Promo Customers,139.2,Low Profit
453059,YSL,Non-Promo Customers,34,Low Profit
308984,Armani ,Partially Promo Customers,432,Profitable
228609,Armani ,Promo Only Customers,127.2,Low Profit
690450,IT Cosmetics,Promo Only Customers,440,Profitable
635806,YSL,Promo Only Customers,333.7,Profitable
914439,Kiehl's,Non-Promo Customers,214,Low Profit
825970,Kiehl's,Promo Only Customers,232.25,Low Profit
573682,Armani ,Non-Promo Customers,118,Low Profit
766224,IT Cosmetics,Partially Promo Customers,76,Low Profit
889139,Kiehl's,Non-Promo Customers,322,Profitable
350843,YSL,Promo Only Customers,376,Profitable
105107,Lancome,Partially Promo Customers,133,Low Profit
966796,IT Cosmetics,Partially Promo Customers,230.5,Low Profit
865231,Lancome,Promo Only Customers,66,Low Profit
278567,Armani,Non-Promo Customers,578.5,Profitable
190507,Kiehl's,Partially Promo Customers,68,Low Profit
743114,IT Cosmetics,Partially Promo Customers,166,Low Profit
743519,Kiehl's,Non-Promo Customers,1061.95,Profitable
771089,Kiehl's,Promo Only Customers,101.7,Low Profit
735413,IT Cosmetics,Promo Only Customers,180,Low Profit
740054,Lancome,Promo Only Customers,513.5,Profitable
664461,Kiehl's,Non-Promo Customers,34.5,Low Profit
122149,IT Cosmetics,Partially Promo Customers,1090.5,Profitable
165359,IT Cosmetics,Promo Only Customers,62.4,Low Profit
923790,IT Cosmetics,Promo Only Customers,1649.18,Profitable
199036,Kiehl's,Partially Promo Customers,293,Low Profit
484817,Kiehl's,Non-Promo Customers,72,Low Profit
384531,Armani,Promo Only Customers,84,Low Profit
134776,IT Cosmetics,Non-Promo Customers,66,Low Profit
680293,IT Cosmetics,Non-Promo Customers,376,Profitable
262264,Armani,Non-Promo Customers,165.75,Low Profit
140182,YSL,Non-Promo Customers,111.2,Low Profit
742290,YSL,Non-Promo Customers,874.4,Profitable
434232,YSL,Partially Promo Customers,218.8,Low Profit
576623,Lancome,Non-Promo Customers,42,Low Profit
330089,Lancome,Non-Promo Customers,271.2,Low Profit
779375,Armani,Promo Only Customers,75,Low Profit
436631,IT Cosmetics,Promo Only Customers,211.5,Low Profit
658579,IT Cosmetics,Non-Promo Customers,651.9,Profitable
645744,Lancome,Promo Only Customers,37,Low Profit
204631,Lancome,Partially Promo Customers,33,Low Profit
684687,IT Cosmetics,Non-Promo Customers,22.5,Low Profit
719284,Lancome,Partially Promo Customers,38,Low Profit
413156,IT Cosmetics,Promo Only Customers,262.4,Low Profit
493385,IT Cosmetics,Non-Promo Customers,286.4,Low Profit
349062,YSL,Promo Only Customers,38,Low Profit
825519,YSL,Non-Promo Customers,66.5,Low Profit
481335,YSL,Promo Only Customers,127,Low Profit
853909,IT Cosmetics,Partially Promo Customers,117,Low Profit
385363,IT Cosmetics,Partially Promo Customers,27.5,Low Profit
977127,IT Cosmetics,Promo Only Customers,364.5,Profitable
733010,Lancome,Promo Only Customers,72,Low Profit
961811,Armani ,Non-Promo Customers,219.05,Low Profit
668375,Lancome,Partially Promo Customers,477.5,Profitable
396640,Armani,Promo Only Customers,64,Low Profit
167312,Armani,Non-Promo Customers,95.2,Low Profit
136139,Kiehl's,Non-Promo Customers,48,Low Profit
961044,Lancome,Promo Only Customers,307.86,Profitable
860809,Armani,Non-Promo Customers,187.2,Low Profit
519195,Lancome,Partially Promo Customers,102,Low Profit
399670,YSL,Non-Promo Customers,72,Low Profit
574178,Lancome,Non-Promo Customers,62.4,Low Profit
628722,IT Cosmetics,Promo Only Customers,479.5,Profitable
817997,IT Cosmetics,Promo Only Customers,87,Low Profit
213269,Lancome,Partially Promo Customers,847.3,Profitable
115870,Kiehl's,Partially Promo Customers,51.2,Low Profit
399772,Kiehl's,Non-Promo Customers,128,Low Profit
137527,Kiehl's,Partially Promo Customers,256,Low Profit
684288,Armani,Promo Only Customers,87,Low Profit
997964,Lancome,Partially Promo Customers,652.5,Profitable
515878,IT Cosmetics,Non-Promo Customers,373.6,Profitable
426557,YSL,Non-Promo Customers,344,Profitable
235651,Armani,Non-Promo Customers,1155.2,Profitable
795027,Lancome,Partially Promo Customers,186.1,Low Profit
999965,Armani ,Non-Promo Customers,131.61,Low Profit
550849,IT Cosmetics,Non-Promo Customers,2255,High Profit
594308,IT Cosmetics,Promo Only Customers,299.5,Profitable
783980,IT Cosmetics,Promo Only Customers,84,Low Profit
500426,Lancome,Promo Only Customers,208.8,Low Profit
714168,Kiehl's,Promo Only Customers,106.5,Low Profit
596803,IT Cosmetics,Non-Promo Customers,112,Low Profit
766329,Kiehl's,Non-Promo Customers,115,Low Profit
229023,Armani ,Partially Promo Customers,128,Low Profit
192644,YSL,Promo Only Customers,112.2,Low Profit
470459,Armani ,Non-Promo Customers,160.41,Low Profit
259118,Lancome,Partially Promo Customers,350,Profitable
542280,Lancome,Promo Only Customers,208,Low Profit
463641,IT Cosmetics,Partially Promo Customers,35,Low Profit
207865,YSL,Non-Promo Customers,112,Low Profit
643191,Armani,Promo Only Customers,247,Low Profit
317891,Armani,Promo Only Customers,309.87,Profitable
751965,YSL,Promo Only Customers,192.4,Low Profit
126922,Kiehl's,Partially Promo Customers,93,Low Profit
721051,Kiehl's,Partially Promo Customers,108,Low Profit
922336,YSL,Promo Only Customers,34,Low Profit
610211,Armani,Non-Promo Customers,232,Low Profit
945949,YSL,Promo Only Customers,260,Low Profit
598591,Kiehl's,Partially Promo Customers,458.1,Profitable
902989,Lancome,Promo Only Customers,200.9,Low Profit
823539,Kiehl's,Non-Promo Customers,340.2,Profitable
223131,Kiehl's,Non-Promo Customers,644.2,Profitable
834137,Kiehl's,Promo Only Customers,282.8,Low Profit
909418,Kiehl's,Promo Only Customers,671.95,Profitable
252339,Kiehl's,Promo Only Customers,589.5,Profitable
103165,Lancome,Partially Promo Customers,336.52,Profitable
177098,Lancome,Non-Promo Customers,280.12,Low Profit
314687,IT Cosmetics,Partially Promo Customers,62.4,Low Profit
873091,IT Cosmetics,Promo Only Customers,150.5,Low Profit
482962,IT Cosmetics,Partially Promo Customers,104,Low Profit
554742,IT Cosmetics,Non-Promo Customers,23,Low Profit
607000,Lancome,Partially Promo Customers,122.4,Low Profit
303008,YSL,Non-Promo Customers,76,Low Profit
488004,Lancome,Non-Promo Customers,93.76,Low Profit
770860,Lancome,Partially Promo Customers,287.5,Low Profit
720889,IT Cosmetics,Promo Only Customers,124.2,Low Profit
726735,YSL,Non-Promo Customers,73.8,Low Profit
576382,Lancome,Promo Only Customers,1263.81,Profitable
716707,YSL,Non-Promo Customers,137,Low Profit
320741,Kiehl's,Partially Promo Customers,38,Low Profit
474394,Lancome,Promo Only Customers,285.2,Low Profit
184265,Armani ,Promo Only Customers,118.8,Low Profit
166287,Kiehl's,Non-Promo Customers,73,Low Profit
428736,IT Cosmetics,Promo Only Customers,227.2,Low Profit
715200,Lancome,Non-Promo Customers,78,Low Profit
480578,IT Cosmetics,Promo Only Customers,12830,High Profit
345035,Lancome,Promo Only Customers,36,Low Profit
546686,Lancome,Promo Only Customers,57.6,Low Profit
991306,Kiehl's,Partially Promo Customers,117,Low Profit
776673,IT Cosmetics,Promo Only Customers,105.6,Low Profit
125803,IT Cosmetics,Promo Only Customers,154,Low Profit
664392,Kiehl's,Partially Promo Customers,117.35,Low Profit
654698,Armani ,Promo Only Customers,623,Profitable
364148,Lancome,Partially Promo Customers,219,Low Profit
968761,IT Cosmetics,Non-Promo Customers,540.8,Profitable
361525,Kiehl's,Non-Promo Customers,362.4,Profitable
123878,IT Cosmetics,Promo Only Customers,38.4,Low Profit
296861,IT Cosmetics,Promo Only Customers,164.6,Low Profit
927925,IT Cosmetics,Partially Promo Customers,462.65,Profitable
113050,YSL,Non-Promo Customers,44.2,Low Profit
685463,YSL,Promo Only Customers,221.9,Low Profit
429632,YSL,Non-Promo Customers,58.4,Low Profit
203576,Lancome,Partially Promo Customers,148,Low Profit
935796,IT Cosmetics,Promo Only Customers,1255.9,Profitable
567096,IT Cosmetics,Non-Promo Customers,212,Low Profit
818276,Armani ,Non-Promo Customers,135.5,Low Profit
883537,Kiehl's,Partially Promo Customers,44.8,Low Profit
658651,Lancome,Promo Only Customers,141.3,Low Profit
735220,Armani ,Non-Promo Customers,46.8,Low Profit
291822,YSL,Partially Promo Customers,126.8,Low Profit
704309,YSL,Promo Only Customers,60.8,Low Profit
948520,Lancome,Promo Only Customers,48,Low Profit
343098,Kiehl's,Non-Promo Customers,75,Low Profit
775537,Kiehl's,Non-Promo Customers,923.4,Profitable
605628,IT Cosmetics,Promo Only Customers,1467,Profitable
474903,Lancome,Promo Only Customers,82,Low Profit
226512,IT Cosmetics,Promo Only Customers,115.2,Low Profit
128563,Lancome,Non-Promo Customers,97,Low Profit
216528,Kiehl's,Promo Only Customers,823.54,Profitable
668018,Armani,Promo Only Customers,136.6,Low Profit
229264,IT Cosmetics,Partially Promo Customers,446.2,Profitable
830057,Kiehl's,Promo Only Customers,149,Low Profit
531999,IT Cosmetics,Non-Promo Customers,296,Low Profit
279618,Lancome,Promo Only Customers,137.25,Low Profit
913063,Kiehl's,Promo Only Customers,36,Low Profit
565947,Kiehl's,Non-Promo Customers,64,Low Profit
865237,IT Cosmetics,Partially Promo Customers,315.5,Profitable
505484,IT Cosmetics,Non-Promo Customers,120.7,Low Profit
939439,Armani ,Promo Only Customers,125,Low Profit
699379,Kiehl's,Promo Only Customers,399.5,Profitable
383284,Lancome,Promo Only Customers,44.25,Low Profit
864778,IT Cosmetics,Promo Only Customers,82,Low Profit
200490,IT Cosmetics,Non-Promo Customers,51.2,Low Profit
907844,IT Cosmetics,Non-Promo Customers,55.2,Low Profit
362565,YSL,Promo Only Customers,55,Low Profit
854187,YSL,Non-Promo Customers,57.6,Low Profit
787657,Kiehl's,Partially Promo Customers,8135.95,High Profit
641241,Lancome,Non-Promo Customers,77,Low Profit
681653,Lancome,Partially Promo Customers,162.4,Low Profit
596173,Armani,Promo Only Customers,262.1,Low Profit
725078,Armani,Partially Promo Customers,276.4,Low Profit
449104,YSL,Promo Only Customers,631.5,Profitable
248309,IT Cosmetics,Promo Only Customers,113.4,Low Profit
203214,IT Cosmetics,Partially Promo Customers,108.49,Low Profit
654862,Lancome,Promo Only Customers,50.25,Low Profit
428030,Kiehl's,Partially Promo Customers,197.01,Low Profit
612041,Lancome,Non-Promo Customers,461.5,Profitable
825132,YSL,Promo Only Customers,143.62,Low Profit
890971,IT Cosmetics,Partially Promo Customers,128,Low Profit
989550,Kiehl's,Partially Promo Customers,106.5,Low Profit
975625,Lancome,Non-Promo Customers,149.4,Low Profit
474501,Kiehl's,Partially Promo Customers,56.95,Low Profit
522849,IT Cosmetics,Promo Only Customers,9,Low Profit
704138,Armani,Promo Only Customers,347.5,Profitable
644531,YSL,Partially Promo Customers,489.6,Profitable
123810,Lancome,Non-Promo Customers,64,Low Profit
660522,IT Cosmetics,Partially Promo Customers,256,Low Profit
412503,YSL,Promo Only Customers,153.5,Low Profit
256758,Kiehl's,Partially Promo Customers,144.9,Low Profit
547535,Lancome,Promo Only Customers,36,Low Profit
613490,IT Cosmetics,Non-Promo Customers,117,Low Profit
180749,Lancome,Partially Promo Customers,94.35,Low Profit
794375,IT Cosmetics,Promo Only Customers,38,Low Profit
198894,Kiehl's,Partially Promo Customers,150.4,Low Profit
674501,YSL,Non-Promo Customers,74,Low Profit
516160,Lancome,Non-Promo Customers,131.6,Low Profit
812220,Armani,Promo Only Customers,76,Low Profit
860668,IT Cosmetics,Promo Only Customers,727.49,Profitable
280440,Lancome,Partially Promo Customers,65,Low Profit
720077,Lancome,Promo Only Customers,91,Low Profit
288291,IT Cosmetics,Partially Promo Customers,1153,Profitable
197894,Lancome,Non-Promo Customers,294.5,Low Profit
609054,Kiehl's,Promo Only Customers,75,Low Profit
229302,Lancome,Promo Only Customers,110.2,Low Profit
192813,Kiehl's,Non-Promo Customers,69.2,Low Profit
570771,Lancome,Partially Promo Customers,189.6,Low Profit
539776,Kiehl's,Non-Promo Customers,179.5,Low Profit
926906,IT Cosmetics,Promo Only Customers,51.6,Low Profit
149252,Lancome,Partially Promo Customers,62,Low Profit
926439,Kiehl's,Partially Promo Customers,364,Profitable
742801,Kiehl's,Non-Promo Customers,261.6,Low Profit
130838,Kiehl's,Non-Promo Customers,152,Low Profit
719365,YSL,Promo Only Customers,76,Low Profit
716795,YSL,Promo Only Customers,81.5,Low Profit
425503,IT Cosmetics,Partially Promo Customers,130,Low Profit
622432,Lancome,Promo Only Customers,601.06,Profitable
437036,Kiehl's,Promo Only Customers,586.5,Profitable
645352,YSL,Promo Only Customers,175,Low Profit
876755,YSL,Non-Promo Customers,445.32,Profitable
340359,Armani ,Partially Promo Customers,26.25,Low Profit
426947,Lancome,Partially Promo Customers,380,Profitable
145405,Lancome,Partially Promo Customers,84.8,Low Profit
621464,Armani ,Partially Promo Customers,52.2,Low Profit
537470,YSL,Partially Promo Customers,158.3,Low Profit
430758,Armani,Non-Promo Customers,440.1,Profitable
206997,Kiehl's,Promo Only Customers,239,Low Profit
165560,Lancome,Partially Promo Customers,62.05,Low Profit
929667,Kiehl's,Promo Only Customers,106.03,Low Profit
112862,IT Cosmetics,Partially Promo Customers,304.8,Profitable
520728,Lancome,Non-Promo Customers,540.85,Profitable
623736,Kiehl's,Promo Only Customers,159.5,Low Profit
428624,Lancome,Partially Promo Customers,107,Low Profit
853882,Armani ,Promo Only Customers,234,Low Profit
494165,Armani ,Partially Promo Customers,579.4,Profitable
608189,Lancome,Non-Promo Customers,59.4,Low Profit
469500,IT Cosmetics,Promo Only Customers,86.4,Low Profit
140228,YSL,Promo Only Customers,26,Low Profit
391171,Kiehl's,Promo Only Customers,224.5,Low Profit
591174,IT Cosmetics,Promo Only Customers,71,Low Profit
145546,Kiehl's,Non-Promo Customers,165,Low Profit
338138,IT Cosmetics,Promo Only Customers,89.6,Low Profit
982911,Lancome,Non-Promo Customers,1009,Profitable
292723,Armani ,Non-Promo Customers,52,Low Profit
971566,Armani ,Promo Only Customers,64,Low Profit
619730,IT Cosmetics,Partially Promo Customers,238.5,Low Profit
351105,Lancome,Promo Only Customers,110,Low Profit
460667,YSL,Promo Only Customers,71.2,Low Profit
847911,Kiehl's,Promo Only Customers,46.5,Low Profit
724219,Lancome,Non-Promo Customers,120,Low Profit
686706,Lancome,Non-Promo Customers,116.8,Low Profit
908320,Kiehl's,Partially Promo Customers,406.3,Profitable
229995,IT Cosmetics,Non-Promo Customers,302.4,Profitable
286374,Lancome,Non-Promo Customers,138,Low Profit
651848,YSL,Promo Only Customers,355.2,Profitable
170944,Kiehl's,Non-Promo Customers,37,Low Profit
433609,Kiehl's,Partially Promo Customers,847.3,Profitable
958747,Kiehl's,Promo Only Customers,106,Low Profit
258912,Armani,Promo Only Customers,512.5,Profitable
392607,Lancome,Partially Promo Customers,159,Low Profit
818147,Kiehl's,Promo Only Customers,58,Low Profit
607667,IT Cosmetics,Promo Only Customers,364.5,Profitable
613556,IT Cosmetics,Promo Only Customers,713.4,Profitable
266842,Lancome,Promo Only Customers,136,Low Profit
105163,IT Cosmetics,Promo Only Customers,546,Profitable
134091,IT Cosmetics,Partially Promo Customers,303.6,Profitable
397590,Kiehl's,Promo Only Customers,305.2,Profitable
375178,Armani,Promo Only Customers,89,Low Profit
672135,YSL,Promo Only Customers,36,Low Profit
450178,IT Cosmetics,Promo Only Customers,239,Low Profit
666657,Armani ,Non-Promo Customers,83.3,Low Profit
966434,YSL,Non-Promo Customers,108,Low Profit
447240,Armani ,Non-Promo Customers,76,Low Profit
522072,Armani ,Non-Promo Customers,38,Low Profit
146001,Kiehl's,Partially Promo Customers,134,Low Profit
966022,Kiehl's,Promo Only Customers,318.49,Profitable
950397,Kiehl's,Promo Only Customers,35,Low Profit
787183,Armani ,Non-Promo Customers,88,Low Profit
546066,YSL,Non-Promo Customers,169,Low Profit
150620,Kiehl's,Promo Only Customers,635.94,Profitable
584177,Kiehl's,Partially Promo Customers,749.5,Profitable
436582,IT Cosmetics,Promo Only Customers,165,Low Profit
267304,YSL,Promo Only Customers,92,Low Profit
699770,YSL,Non-Promo Customers,316.8,Profitable
926279,IT Cosmetics,Non-Promo Customers,315,Profitable
571259,YSL,Promo Only Customers,791.2,Profitable
214439,YSL,Non-Promo Customers,129.4,Low Profit
825162,Lancome,Partially Promo Customers,10,Low Profit
420979,Armani,Promo Only Customers,452.9,Profitable
725739,Lancome,Partially Promo Customers,133.4,Low Profit
350840,Kiehl's,Non-Promo Customers,58.65,Low Profit
162688,Kiehl's,Promo Only Customers,130.6,Low Profit
385850,IT Cosmetics,Promo Only Customers,150.4,Low Profit
274074,Kiehl's,Non-Promo Customers,464.1,Profitable
194868,Lancome,Promo Only Customers,306,Profitable
882967,YSL,Promo Only Customers,101.2,Low Profit
785601,IT Cosmetics,Promo Only Customers,308.25,Profitable
942389,IT Cosmetics,Promo Only Customers,86.5,Low Profit
247103,IT Cosmetics,Promo Only Customers,132.8,Low Profit
902056,Kiehl's,Partially Promo Customers,169.5,Low Profit
426590,Lancome,Non-Promo Customers,124,Low Profit
997362,Lancome,Promo Only Customers,64.25,Low Profit
326015,IT Cosmetics,Promo Only Customers,69,Low Profit
647169,IT Cosmetics,Partially Promo Customers,181.8,Low Profit
829140,IT Cosmetics,Partially Promo Customers,159.8,Low Profit
526768,YSL,Promo Only Customers,231,Low Profit
370034,Kiehl's,Non-Promo Customers,51.2,Low Profit
354324,Lancome,Promo Only Customers,60.8,Low Profit
869318,Armani,Promo Only Customers,298.8,Profitable
467266,Lancome,Partially Promo Customers,979,Profitable
481979,IT Cosmetics,Promo Only Customers,108.5,Low Profit
408912,YSL,Non-Promo Customers,68.8,Low Profit
281148,Lancome,Non-Promo Customers,38,Low Profit
575220,Kiehl's,Partially Promo Customers,328.25,Profitable
719726,IT Cosmetics,Partially Promo Customers,52,Low Profit
885541,Kiehl's,Partially Promo Customers,47,Low Profit
215350,IT Cosmetics,Partially Promo Customers,107.3,Low Profit
314747,YSL,Promo Only Customers,201.1,Low Profit
107033,IT Cosmetics,Partially Promo Customers,747.79,Profitable
154728,YSL,Promo Only Customers,245,Low Profit
645585,Lancome,Partially Promo Customers,214.95,Low Profit
168862,Kiehl's,Partially Promo Customers,195.5,Low Profit
240113,IT Cosmetics,Promo Only Customers,166,Low Profit
145732,IT Cosmetics,Promo Only Customers,75,Low Profit
441087,YSL,Promo Only Customers,200,Low Profit
522340,Lancome,Promo Only Customers,57.6,Low Profit
343420,IT Cosmetics,Partially Promo Customers,160.2,Low Profit
872852,IT Cosmetics,Promo Only Customers,80,Low Profit
383388,IT Cosmetics,Non-Promo Customers,169.5,Low Profit
810978,IT Cosmetics,Partially Promo Customers,443,Profitable
117360,Armani,Non-Promo Customers,146.46,Low Profit
772700,YSL,Promo Only Customers,1979.2,Profitable
958357,IT Cosmetics,Promo Only Customers,127.5,Low Profit
988562,YSL,Promo Only Customers,89,Low Profit
780115,Lancome,Partially Promo Customers,134.4,Low Profit
622582,IT Cosmetics,Non-Promo Customers,118,Low Profit
697279,Lancome,Partially Promo Customers,168,Low Profit
981952,Armani,Promo Only Customers,99.2,Low Profit
813034,YSL,Non-Promo Customers,112,Low Profit
878977,Lancome,Promo Only Customers,145,Low Profit
746936,Lancome,Partially Promo Customers,76,Low Profit
171684,IT Cosmetics,Non-Promo Customers,158.4,Low Profit
638742,Kiehl's,Partially Promo Customers,308,Profitable
499557,IT Cosmetics,Promo Only Customers,464.5,Profitable
562822,IT Cosmetics,Promo Only Customers,51.2,Low Profit
974632,IT Cosmetics,Promo Only Customers,226,Low Profit
772987,Lancome,Promo Only Customers,97,Low Profit
627139,Kiehl's,Partially Promo Customers,309.19,Profitable
518128,IT Cosmetics,Promo Only Customers,60.8,Low Profit
852228,Lancome,Non-Promo Customers,44,Low Profit
335851,IT Cosmetics,Partially Promo Customers,484.05,Profitable
163940,IT Cosmetics,Partially Promo Customers,1960.22,Profitable
739557,IT Cosmetics,Promo Only Customers,87.6,Low Profit
919752,Lancome,Partially Promo Customers,125.1,Low Profit
228174,Armani ,Non-Promo Customers,77,Low Profit
794288,YSL,Promo Only Customers,50,Low Profit
254385,Kiehl's,Partially Promo Customers,58.5,Low Profit
469036,Lancome,Promo Only Customers,54.4,Low Profit
834703,Armani,Promo Only Customers,74,Low Profit
237251,Lancome,Promo Only Customers,49.5,Low Profit
981089,IT Cosmetics,Promo Only Customers,154,Low Profit
618995,IT Cosmetics,Promo Only Customers,190.4,Low Profit
794859,YSL,Promo Only Customers,1732,Profitable
320188,Armani,Promo Only Customers,373,Profitable
378909,IT Cosmetics,Partially Promo Customers,810.65,Profitable
217633,Lancome,Promo Only Customers,462,Profitable
240759,IT Cosmetics,Promo Only Customers,471.2,Profitable
145045,Kiehl's,Non-Promo Customers,604.6,Profitable
358218,YSL,Non-Promo Customers,233.8,Low Profit
852370,YSL,Promo Only Customers,97.6,Low Profit
681343,IT Cosmetics,Promo Only Customers,280,Low Profit
793337,YSL,Promo Only Customers,113.5,Low Profit
973558,Armani ,Promo Only Customers,76,Low Profit
705087,IT Cosmetics,Partially Promo Customers,189.5,Low Profit
881664,Lancome,Non-Promo Customers,249.8,Low Profit
447755,Armani ,Non-Promo Customers,188,Low Profit
457396,IT Cosmetics,Non-Promo Customers,197,Low Profit
981249,IT Cosmetics,Promo Only Customers,199.6,Low Profit
586961,IT Cosmetics,Partially Promo Customers,725.75,Profitable
626778,IT Cosmetics,Partially Promo Customers,119.5,Low Profit
706963,Lancome,Promo Only Customers,214,Low Profit
770709,Lancome,Partially Promo Customers,72,Low Profit
914116,Armani,Promo Only Customers,369.5,Profitable
945791,Lancome,Promo Only Customers,165.05,Low Profit
454090,Armani,Promo Only Customers,134,Low Profit
499917,YSL,Partially Promo Customers,115,Low Profit
400328,Armani ,Non-Promo Customers,144,Low Profit
885225,Kiehl's,Partially Promo Customers,48,Low Profit
579882,Lancome,Partially Promo Customers,53.4,Low Profit
526527,Kiehl's,Promo Only Customers,449.5,Profitable
348996,Kiehl's,Partially Promo Customers,499.2,Profitable
240106,IT Cosmetics,Promo Only Customers,208.4,Low Profit
895393,IT Cosmetics,Promo Only Customers,470.5,Profitable
107880,Lancome,Promo Only Customers,446.04,Profitable
529525,Kiehl's,Non-Promo Customers,285.6,Low Profit
774196,Kiehl's,Promo Only Customers,110,Low Profit
341598,Lancome,Promo Only Customers,34,Low Profit
774914,Lancome,Non-Promo Customers,97.2,Low Profit
230292,Armani ,Promo Only Customers,122.2,Low Profit
534713,Kiehl's,Partially Promo Customers,45.99,Low Profit
614369,IT Cosmetics,Partially Promo Customers,51.75,Low Profit
412097,Lancome,Non-Promo Customers,164,Low Profit
664008,Kiehl's,Promo Only Customers,250,Low Profit
585259,YSL,Promo Only Customers,74.01,Low Profit
416947,Kiehl's,Promo Only Customers,854.6,Profitable
127809,IT Cosmetics,Partially Promo Customers,417.2,Profitable
224242,IT Cosmetics,Promo Only Customers,392,Profitable
181602,Lancome,Non-Promo Customers,74,Low Profit
198043,Armani ,Promo Only Customers,207.5,Low Profit
944051,Kiehl's,Non-Promo Customers,1307.59,Profitable
266471,IT Cosmetics,Non-Promo Customers,1888,Profitable
958292,YSL,Promo Only Customers,237.21,Low Profit
473426,Lancome,Promo Only Customers,73.1,Low Profit
856529,Lancome,Partially Promo Customers,24,Low Profit
523384,Lancome,Promo Only Customers,81.6,Low Profit
483428,IT Cosmetics,Promo Only Customers,448,Profitable
961910,Lancome,Partially Promo Customers,1484,Profitable
257433,Kiehl's,Promo Only Customers,592,Profitable
223431,Lancome,Promo Only Customers,134.8,Low Profit
436090,Armani,Promo Only Customers,572.4,Profitable
423649,Kiehl's,Non-Promo Customers,207,Low Profit
717611,IT Cosmetics,Non-Promo Customers,249.33,Low Profit
738620,Kiehl's,Promo Only Customers,105.29,Low Profit
553629,Armani ,Promo Only Customers,78.6,Low Profit
529433,Lancome,Non-Promo Customers,228,Low Profit
361330,Kiehl's,Partially Promo Customers,210,Low Profit
526854,IT Cosmetics,Promo Only Customers,120,Low Profit
530421,Kiehl's,Partially Promo Customers,222,Low Profit
494317,Lancome,Promo Only Customers,1331,Profitable
409243,IT Cosmetics,Non-Promo Customers,96.5,Low Profit
670350,Kiehl's,Partially Promo Customers,58.5,Low Profit
318030,Lancome,Promo Only Customers,57.6,Low Profit
589236,IT Cosmetics,Promo Only Customers,145,Low Profit
862441,YSL,Partially Promo Customers,325.3,Profitable
496538,Kiehl's,Promo Only Customers,213,Low Profit
956332,Kiehl's,Promo Only Customers,106.99,Low Profit
286924,Kiehl's,Non-Promo Customers,728.5,Profitable
646468,IT Cosmetics,Promo Only Customers,144,Low Profit
397819,IT Cosmetics,Partially Promo Customers,230,Low Profit
261005,YSL,Non-Promo Customers,94.35,Low Profit
303989,Kiehl's,Partially Promo Customers,773,Profitable
201326,YSL,Non-Promo Customers,64,Low Profit
282135,Lancome,Non-Promo Customers,102,Low Profit
176036,YSL,Non-Promo Customers,192.75,Low Profit
628621,Kiehl's,Non-Promo Customers,191.5,Low Profit
